,altitude,availableBikes,availableDocks,city,id,landMark,lastCommunicationTime,latitude,location,longitude,postalCode,stAddress1,stAddress2,stationName,statusValue,testStation,totalDocks,PUMA
505,,21,0,,3333,,2019-01-18 02:45:42 PM,40.6747055,,-74.00755720000001,,Columbia St & Lorraine St,,Columbia St & Lorraine St,In Service,False,22,4005.0
506,,25,2,,3335,,2019-01-18 02:45:37 PM,40.6772744,,-73.98282002,,Union St & 4 Ave,,Union St & 4 Ave,In Service,False,28,4005.0
507,,5,36,,3336,,2019-01-18 02:44:09 PM,40.787801,,-73.953559,,E 97 St & Madison Ave,,E 97 St & Madison Ave,In Service,False,41,3804.0
508,,22,0,,3337,,2019-01-18 02:42:51 PM,40.67363551341504,,-74.01195555925368,,Dwight St & Van Dyke St,,Dwight St & Van Dyke St,In Service,False,23,4005.0
509,,15,15,,3338,,2019-01-18 02:46:05 PM,40.786258600000004,,-73.94552579,,2 Ave & E 99 St,,2 Ave & E 99 St,In Service,False,31,3804.0
510,,14,9,,3339,,2019-01-18 02:44:55 PM,40.6765304,,-73.97846879,,Berkeley Pl & 6 Ave,,Berkeley Pl & 6 Ave,In Service,False,23,4005.0
511,,19,2,,3340,,2019-01-18 02:42:40 PM,40.6753274,,-74.0100698,,Wolcott St & Dwight St,,Wolcott St & Dwight St,In Service,False,21,4005.0
512,,3,37,,3341,,2019-01-18 02:44:24 PM,40.795346,,-73.96186,,Central Park West & W 102 St,,Central Park West & W 102 St,In Service,False,41,3806.0
513,,9,14,,3342,,2019-01-18 02:42:22 PM,40.677774799999995,,-74.0094613,,Pioneer St & Richards St,,Pioneer St & Richards St,In Service,False,23,4005.0
514,,2,21,,3343,,2019-01-18 02:45:14 PM,40.7997568,,-73.9621128676,,W 107 St & Columbus Ave,,W 107 St & Columbus Ave,In Service,False,23,3802.0
515,,7,12,,3344,,2019-01-18 02:43:11 PM,40.679043,,-74.011169,,Pioneer St & Van Brunt St,,Pioneer St & Van Brunt St,In Service,False,19,4005.0
516,,14,21,,3345,,2019-01-18 02:44:31 PM,40.78948541553215,,-73.9524292945862,,Madison Ave & E 99 St,,Madison Ave & E 99 St,In Service,False,35,3804.0
517,,24,4,,3346,,2019-01-18 02:46:08 PM,40.675146838709786,,-73.9752320945263,,Berkeley Pl & 7 Ave,,Berkeley Pl & 7 Ave,In Service,False,29,4005.0
518,,14,6,,3347,,2019-01-18 02:43:53 PM,40.6773429,,-74.01275056,,Van Brunt St & Wolcott St,,Van Brunt St & Wolcott St,In Service,False,21,4005.0
519,,18,1,,3348,,2019-01-18 02:45:31 PM,40.677236,,-74.015665,,Coffey St & Conover St,,Coffey St & Conover St,In Service,False,19,4005.0
520,,17,13,,3349,,2019-01-18 02:45:37 PM,40.6729679,,-73.97087984,,Grand Army Plaza & Plaza St West,,Grand Army Plaza & Plaza St West,In Service,False,30,4005.0
521,,2,37,,3350,,2019-01-18 02:45:22 PM,40.797372100000004,,-73.97041192,,W 100 St & Broadway,,W 100 St & Broadway,In Service,False,39,3806.0
522,,4,21,,3351,,2019-01-18 02:44:50 PM,40.7869946,,-73.94164802,,E 102 St & 1 Ave,,E 102 St & 1 Ave,In Service,False,25,3804.0
523,,20,1,,3352,,2019-01-18 02:43:43 PM,40.67267243410948,,-74.00879524648191,,Sigourney St & Columbia St,,Sigourney St & Columbia St,In Service,False,21,4005.0
524,,13,16,,3354,,2019-01-18 02:43:26 PM,40.668132,,-73.97363831,,3 St & Prospect Park West,,3 St & Prospect Park West,In Service,False,31,4005.0
525,,1,24,,3355,,2019-01-18 02:42:34 PM,40.768008893059466,,-73.96845281124116,,E 66 St & Madison Ave,,E 66 St & Madison Ave,In Service,False,25,3805.0
526,,2,18,,3356,,2019-01-18 02:44:53 PM,40.7746671,,-73.98470567,,Amsterdam Ave & W 66 St,,Amsterdam Ave & W 66 St,In Service,False,21,3806.0
527,,4,31,,3357,,2019-01-18 02:44:24 PM,40.80083629999999,,-73.9664492472,,W 106 St & Amsterdam Ave,,W 106 St & Amsterdam Ave,In Service,False,35,3802.0
528,,0,24,,3358,,2019-01-18 02:42:54 PM,40.671197799999995,,-73.97484126,,Garfield Pl & 8 Ave,,Garfield Pl & 8 Ave,In Service,False,25,4005.0
529,,2,33,,3359,,2019-01-18 02:44:36 PM,40.7691572,,-73.96703464,,E 68 St & Madison Ave,,E 68 St & Madison Ave,In Service,False,35,3805.0
530,,1,23,,3360,,2019-01-18 02:46:08 PM,40.7829391,,-73.9786517,,Amsterdam Ave & W 79 St,,Amsterdam Ave & W 79 St,In Service,False,25,3806.0
531,,1,22,,3361,,2019-01-18 02:44:07 PM,40.6740886,,-73.9787282,,Carroll St & 6 Ave,,Carroll St & 6 Ave,In Service,False,23,4005.0
532,,2,32,,3362,,2019-01-18 02:46:19 PM,40.7781314,,-73.96069399,,Madison Ave & E 82 St,,Madison Ave & E 82 St,In Service,False,34,3805.0
533,,21,12,,3363,,2019-01-18 02:45:22 PM,40.7904828,,-73.95033068,,E 102 St & Park Ave,,E 102 St & Park Ave,In Service,False,33,3804.0
534,,19,8,,3364,,2019-01-18 02:45:18 PM,40.6751622,,-73.9814832,,Carroll St & 5 Ave,,Carroll St & 5 Ave,In Service,False,27,4005.0
535,,0,27,,3365,,2019-01-18 07:57:47 AM,40.67038370000001,,-73.97839676,,3 St & 7 Ave,,3 St & 7 Ave,Not In Service,False,27,4005.0
536,,10,21,,3366,,2019-01-18 02:45:54 PM,40.8021174,,-73.9681805305,,West End Ave & W 107 St,,West End Ave & W 107 St,In Service,False,31,3802.0
537,,13,24,,3367,,2019-01-18 02:45:06 PM,40.792255299999994,,-73.95249933,,5 Ave & E 103 St,,5 Ave & E 103 St,In Service,False,39,3804.0
538,,29,0,,3368,,2019-01-18 02:46:19 PM,40.672815500000006,,-73.98352355,,5 Ave & 3 St,,5 Ave & 3 St,In Service,False,30,4005.0
539,,7,22,,3369,,2019-01-18 02:42:25 PM,40.7724607,,-73.9468208,,E 82 St & East End Ave,,E 82 St & East End Ave,In Service,False,29,3805.0
540,,2,21,,3370,,2019-01-18 02:46:09 PM,40.7727966,,-73.95577801,,E 78 St & 2 Ave,,E 78 St & 2 Ave,In Service,False,25,3805.0
541,,18,9,,3371,,2019-01-18 02:43:44 PM,40.674613422475815,,-73.98501142859459,,4 Ave & 2 St,,4 Ave & 2 St,In Service,False,27,4005.0
542,,8,31,,3372,,2019-01-18 02:42:56 PM,40.7689738,,-73.95482273,,E 74 St & 1 Ave,,E 74 St & 1 Ave,In Service,False,39,3805.0
543,,26,1,,3373,,2019-01-18 02:46:09 PM,40.675070500000004,,-73.98775226,,3 St & 3 Ave,,3 St & 3 Ave,In Service,False,27,4005.0
544,,27,9,,3374,,2019-01-18 02:45:20 PM,40.799484,,-73.955613,,Central Park North & Adam Clayton Powell Blvd,,Central Park North & Adam Clayton Powell Blvd,In Service,False,36,3806.0
545,,2,33,,3375,,2019-01-18 02:45:17 PM,40.7699426,,-73.96060712,,3 Ave & E 72 St,,3 Ave & E 72 St,In Service,False,35,3805.0
546,,2,36,,3376,,2019-01-18 02:42:48 PM,40.76471851944339,,-73.96222069859505,,E 65 St & 2 Ave,,E 65 St & 2 Ave,In Service,False,39,3805.0
547,,18,7,,3377,,2019-01-18 02:43:43 PM,40.6786115,,-73.99037292,,Carroll St & Bond St,,Carroll St & Bond St,In Service,False,25,4005.0
548,,0,28,,3378,,2019-01-18 02:45:08 PM,40.773763,,-73.96222088,,E 76 St & Park Ave,,E 76 St & Park Ave,In Service,False,28,3805.0
549,,33,1,,3379,,2019-01-18 02:44:48 PM,40.790305100000005,,-73.94755757,,E 103 St & Lexington Ave,,E 103 St & Lexington Ave,In Service,False,35,3804.0
550,,15,5,,3381,,2019-01-18 02:43:09 PM,40.6777287,,-73.99364123,,3 St & Hoyt St,,3 St & Hoyt St,In Service,False,21,4005.0
551,,20,7,,3382,,2019-01-18 02:44:20 PM,40.680611,,-73.99475825,,Carroll St & Smith St,,Carroll St & Smith St,In Service,False,31,4005.0
552,,5,18,,3383,,2019-01-18 02:44:33 PM,40.804213,,-73.96699104,,Cathedral Pkwy & Broadway,,Cathedral Pkwy & Broadway,In Service,False,25,3802.0
553,,15,10,,3384,,2019-01-18 02:43:30 PM,40.678724200000005,,-73.99599099,,Smith St & 3 St,,Smith St & 3 St,In Service,False,25,4005.0
554,,1,24,,3386,,2019-01-18 02:43:16 PM,40.6809591,,-73.99905709,,1 Pl & Clinton St,,1 Pl & Clinton St,In Service,False,27,4005.0
555,,23,2,,3387,,2019-01-18 02:43:13 PM,40.79343370000001,,-73.94945003,,E 106 St & Madison Ave,,E 106 St & Madison Ave,In Service,False,25,3804.0
556,,8,16,,3388,,2019-01-18 02:44:18 PM,40.6828003,,-73.99990419,,President St & Henry St,,President St & Henry St,In Service,False,25,4005.0
557,,22,5,,3389,,2019-01-18 02:44:38 PM,40.6830456,,-74.00348559,,Carroll St & Columbia St,,Carroll St & Columbia St,In Service,False,28,4005.0
558,,12,10,,3390,,2019-01-18 02:45:47 PM,40.79329668,,-73.9432083,,E 109 St & 3 Ave,,E 109 St & 3 Ave,In Service,False,24,3804.0
559,,20,5,,3391,,2019-01-18 02:45:31 PM,40.7892529,,-73.93956237,,E 106 St & 1 Ave,,E 106 St & 1 Ave,In Service,False,25,3804.0
560,,4,15,,3392,,2019-01-18 02:43:55 PM,40.681211700000006,,-74.00860912,,Commerce St & Van Brunt St,,Commerce St & Van Brunt St,In Service,False,19,4005.0
561,,13,6,,3393,,2019-01-18 02:45:47 PM,40.67943270000001,,-74.00785041,,Richards St & Delavan St,,Richards St & Delavan St,In Service,False,19,4005.0
562,,11,10,,3394,,2019-01-18 02:42:48 PM,40.6769993,,-74.00647134,,Columbia St & W 9 St,,Columbia St & W 9 St,In Service,False,21,4005.0
563,,18,1,,3395,,2019-01-18 02:43:38 PM,40.6763744,,-74.00324957,,Henry St & W 9 St,,Henry St & W 9 St,In Service,False,19,4005.0
564,,2,23,,3396,,2019-01-18 02:45:42 PM,40.6783563,,-74.00014502,,Clinton St & 4 Place,,Clinton St & 4 Place,In Service,False,25,4005.0
565,,22,1,,3397,,2019-01-18 02:44:59 PM,40.6763947,,-73.99869893,,Court St & Nelson St,,Court St & Nelson St,In Service,False,25,4005.0
566,,22,0,,3398,,2019-01-18 02:43:48 PM,40.67469570000001,,-73.99785768,,Smith St & 9 St,,Smith St & 9 St,In Service,False,23,4005.0
567,,24,0,,3399,,2019-01-18 02:44:38 PM,40.67260298150126,,-73.98983001708984,,7 St & 3 Ave,,7 St & 3 Ave,In Service,False,24,4005.0
568,,14,6,,3400,,2019-01-18 02:45:22 PM,40.796153499999996,,-73.94782145,,E 110 St & Madison Ave,,E 110 St & Madison Ave,In Service,False,24,3804.0
569,,18,0,,3401,,2019-01-18 02:46:19 PM,40.6724811,,-73.99331394,,2 Ave & 9 St,,2 Ave & 9 St,In Service,False,19,4005.0
570,,12,10,,3402,,2019-01-18 02:45:40 PM,40.6902375,,-73.99203074,,Court St & State St,,Court St & State St,In Service,False,23,4004.0
571,,29,2,,3403,,2019-01-18 02:45:16 PM,40.6705135,,-73.98876585,,4 Ave & 9 St,,4 Ave & 9 St,In Service,False,31,4005.0
572,,27,0,,3404,,2019-01-18 02:44:05 PM,40.670492200000005,,-73.98541675,,7 St & 5 Ave,,7 St & 5 Ave,In Service,False,27,4005.0
573,,13,9,,3405,,2019-01-18 02:43:30 PM,40.670483600000004,,-73.98208968,,5 St & 6 Ave,,5 St & 6 Ave,In Service,False,23,4005.0
574,,22,1,,3407,,2019-01-18 02:43:07 PM,40.67909799721684,,-73.98765474557877,,Union St & Nevins St,,Union St & Nevins St,In Service,False,23,4005.0
575,,7,19,,3408,,2019-01-18 02:43:32 PM,40.6881529,,-73.99520919,,Congress St & Clinton St,,Congress St & Clinton St,In Service,False,27,4005.0
576,,31,2,,3409,,2019-01-18 02:43:31 PM,40.686744299999994,,-73.99063168,,Bergen St & Smith St,,Bergen St & Smith St,In Service,False,35,4004.0
577,,20,11,,3410,,2019-01-18 02:42:32 PM,40.686444200000004,,-73.98759104,,Dean St & Hoyt St,,Dean St & Hoyt St,In Service,False,31,4004.0
578,,19,7,,3411,,2019-01-18 02:45:40 PM,40.6849668,,-73.98620772,,Bond St & Bergen St,,Bond St & Bergen St,In Service,False,27,4004.0
579,,12,5,,3412,,2019-01-18 02:45:30 PM,40.6853761,,-73.98302136,,Pacific St & Nevins St,,Pacific St & Nevins St,In Service,False,18,4004.0
580,,18,4,,3413,,2019-01-18 02:45:27 PM,40.6827549,,-73.98258555,,Wyckoff St & 3 Ave,,Wyckoff St & 3 Ave,In Service,False,22,4004.0
581,,32,0,,3414,,2019-01-18 02:42:53 PM,40.680944723477296,,-73.97567331790923,,Bergen St & Flatbush Ave,,Bergen St & Flatbush Ave,In Service,False,33,4005.0
582,,16,8,,3415,,2019-01-18 02:45:02 PM,40.6793307,,-73.97519523,,Prospect Pl & 6 Ave,,Prospect Pl & 6 Ave,In Service,False,25,4006.0
583,,16,11,,3417,,2019-01-18 02:43:59 PM,40.6795766,,-73.97854971,,Baltic St & 5 Ave,,Baltic St & 5 Ave,In Service,False,27,4005.0
584,,10,22,,3418,,2019-01-18 02:43:26 PM,40.675020700000005,,-73.97111473,,Plaza St West & Flatbush Ave,,Plaza St West & Flatbush Ave,In Service,False,33,4005.0
585,,18,7,,3419,,2019-01-18 02:43:56 PM,40.67927879999999,,-73.98154004,,Douglass St & 4 Ave,,Douglass St & 4 Ave,In Service,False,27,4005.0
586,,16,4,,3420,,2019-01-18 02:42:25 PM,40.6802133,,-73.98432695,,Douglass St & 3 Ave,,Douglass St & 3 Ave,In Service,False,21,4005.0
587,,16,5,,3422,,2019-01-18 02:43:25 PM,40.6859296,,-74.00242364,,Columbia St & Degraw St,,Columbia St & Degraw St,In Service,False,21,4005.0
588,,19,8,,3423,,2019-01-18 02:43:06 PM,40.6610633719006,,-73.97945255041121,,West Drive & Prospect Park West,,West Drive & Prospect Park West,In Service,False,29,4005.0
589,,27,0,,3424,,2019-01-18 02:45:01 PM,40.791976,,-73.945993,,E 106 St & Lexington Ave,,E 106 St & Lexington Ave,In Service,False,27,3804.0
590,,9,24,,3425,,2019-01-18 02:46:18 PM,40.789210499999996,,-73.94370784,,2 Ave & E 104 St,,2 Ave & E 104 St,In Service,False,33,3804.0
591,,23,13,,3427,,2019-01-18 02:45:34 PM,40.72430527250332,,-73.99600982666016,,Lafayette St & Jersey St,,Lafayette St & Jersey St,In Service,False,40,3810.0
592,,32,6,,3429,,2019-01-18 02:45:45 PM,40.68506807308177,,-73.97790759801863,,Hanson Pl & Ashland Pl,,Hanson Pl & Ashland Pl,In Service,False,39,4004.0
593,,8,16,,3430,,2019-01-18 02:44:38 PM,40.71907891179564,,-73.94223690032959,,Richardson St & N Henry St,,Richardson St & N Henry St,In Service,False,25,4001.0
594,,6,17,,3431,,2019-01-18 02:45:27 PM,40.746524,,-73.977885,,E 35 St & 3 Ave,,E 35 St & 3 Ave,In Service,False,23,3808.0
595,,8,27,,3434,,2019-01-18 02:46:11 PM,40.790254173304184,,-73.97718340158461,,W 88 St & West End Ave,,W 88 St & West End Ave,In Service,False,35,3806.0
596,,2,41,,3435,,2019-01-18 02:42:31 PM,40.718821999999996,,-73.99596,,Grand St & Elizabeth St,,Grand St & Elizabeth St,In Service,False,45,3810.0
597,,18,21,,3437,,2019-01-18 02:43:49 PM,40.793134809866636,,-73.97700369358063,,Riverside Dr & W 91 St,,Riverside Dr & W 91 St,In Service,False,39,3806.0
598,,16,27,,3440,,2019-01-18 02:46:14 PM,40.692418292578466,,-73.98949474096298,,Fulton St & Adams St,,Fulton St & Adams St,In Service,False,43,4004.0
599,,4,14,,3449,,2019-01-18 02:45:04 PM,40.72146256229816,,-73.94800901412964,,Eckford St & Engert Ave,,Eckford St & Engert Ave,In Service,False,18,4001.0
600,,6,35,,3452,,2019-01-18 02:45:56 PM,40.71915571696044,,-73.94885390996933,,Bayard St & Leonard St,,Bayard St & Leonard St,In Service,False,43,4001.0
601,,16,3,,3453,,2019-01-18 02:42:41 PM,40.71335226222875,,-73.9491033554077,,Devoe St & Lorimer St,,Devoe St & Lorimer St,In Service,False,19,4001.0
602,,10,14,,3454,,2019-01-18 02:44:36 PM,40.71036854235229,,-73.94705951213838,,Leonard St & Maujer St,,Leonard St & Maujer St,In Service,False,24,4001.0
603,,6,16,,3456,,2019-01-18 02:42:59 PM,40.716380319735606,,-73.94821286201476,,Jackson St & Leonard St,,Jackson St & Leonard St,In Service,False,22,4001.0
604,,19,24,,3457,,2019-01-18 02:45:44 PM,40.763025942805186,,-73.97209525108337,,E 58 St & Madison Ave,,E 58 St & Madison Ave,In Service,False,46,3807.0
605,,18,21,,3458,,2019-01-18 02:42:36 PM,40.76309387270797,,-73.97835016250609,,W 55 St & 6 Ave,,W 55 St & 6 Ave,In Service,False,40,3807.0
606,,16,18,,3459,,2019-01-18 02:42:26 PM,40.75763227739443,,-73.9693057537079,,E 53 St & 3 Ave,,E 53 St & 3 Ave,In Service,False,34,3808.0
607,,28,4,,3461,,2019-01-18 02:46:03 PM,40.71485150526252,,-74.01122331619263,,Murray St & Greenwich St,,Murray St & Greenwich St,In Service,False,33,3810.0
608,,7,32,,3462,,2019-01-18 02:46:06 PM,40.75118387463277,,-73.97138714790343,,E 44 St & 2 Ave,,E 44 St & 2 Ave,In Service,False,39,3808.0
609,,28,4,,3463,,2019-01-18 02:44:10 PM,40.735367055605394,,-73.98797392845155,,E 16 St & Irving Pl,,E 16 St & Irving Pl,In Service,False,37,3808.0
610,,38,4,,3467,,2019-01-18 02:44:17 PM,40.72494672359416,,-74.00165855884552,,W Broadway & Spring Street,,W Broadway & Spring Street,In Service,False,42,3810.0
611,,20,1,,3469,,2019-01-18 02:43:32 PM,40.73181401720966,,-73.95995020866394,,India St & West St,,India St & West St,In Service,False,23,4001.0
612,,39,0,,3472,,2019-01-18 02:45:27 PM,40.742753828659026,,-74.00747358798982,,W 15 St & 10 Ave,,W 15 St & 10 Ave,In Service,False,39,3807.0
613,,30,4,,3474,,2019-01-18 02:46:14 PM,40.7252556952547,,-74.00412082672119,,6 Ave & Spring St,,6 Ave & Spring St,In Service,False,36,3810.0
614,,15,18,,3477,,2019-01-18 02:44:33 PM,40.65539977447831,,-74.0106278657913,,39 St & 2 Ave - Citi Bike HQ at Industry City,,39 St & 2 Ave - Citi Bike HQ at Industry City,In Service,False,33,4012.0
615,,30,13,,3478,,2019-01-18 02:43:33 PM,40.65708866668485,,-74.00870203971863,,2 Ave & 36 St - Citi Bike HQ at Industry City,,2 Ave & 36 St - Citi Bike HQ at Industry City,In Service,False,43,4012.0
616,,4,18,,3481,,2019-01-18 02:44:45 PM,40.71649,,-74.04105,,York St,,York St,In Service,False,22,
617,,8,6,,3483,,2019-01-18 02:44:57 PM,40.71942,,-74.05099,,Montgomery St,,Montgomery St,In Service,False,14,
618,,14,14,,3486,,2019-01-18 02:46:15 PM,40.68841742754083,,-73.98451656103134,,Schermerhorn St & Bond St,,Schermerhorn St & Bond St,In Service,False,30,4004.0
619,,22,9,,3489,,2019-01-18 02:45:28 PM,40.710699946313866,,-74.00354146957396,,Gold St & Frankfort St,,Gold St & Frankfort St,In Service,False,31,3810.0
620,,21,10,,3490,,2019-01-18 02:45:44 PM,40.796879,,-73.93726099999999,,E 116 St & 2 Ave,,E 116 St & 2 Ave,In Service,False,31,3804.0
621,,2,22,,3491,,2019-01-18 02:42:38 PM,40.797470000000004,,-73.93504,,E 118 St & 1 Ave,,E 118 St & 1 Ave,In Service,False,24,3804.0
622,,4,23,,3492,,2019-01-18 02:45:21 PM,40.8005385,,-73.9419949,,E 118 St & Park Ave,,E 118 St & Park Ave,In Service,False,27,3804.0
623,,4,26,,3493,,2019-01-18 02:43:21 PM,40.799139000000004,,-73.9389152,,E 118 St & 3 Ave,,E 118 St & 3 Ave,In Service,False,31,3804.0
624,,22,2,,3494,,2019-01-18 02:42:26 PM,40.797911,,-73.9423,,E 115 St & Lexington Ave,,E 115 St & Lexington Ave,In Service,False,25,3804.0
625,,15,6,,3495,,2019-01-18 02:45:22 PM,40.79456629999999,,-73.9362541,,E 114 St & 1 Ave,,E 114 St & 1 Ave,In Service,False,26,3804.0
626,,20,4,,3496,,2019-01-18 02:43:34 PM,40.7923272,,-73.9383,,1 Ave & E 110 St,,1 Ave & E 110 St,In Service,False,25,3804.0
627,,15,8,,3497,,2019-01-18 02:43:00 PM,40.794987899999995,,-73.9333349,,Pleasant Ave & E 116 St,,Pleasant Ave & E 116 St,In Service,False,23,3804.0
628,,7,12,,3498,,2019-01-18 02:43:51 PM,40.7974772,,-73.9311847,,Pleasant Ave & E 120 St,,Pleasant Ave & E 120 St,In Service,False,21,3804.0
629,,4,19,,3499,,2019-01-18 02:45:04 PM,40.8006721,,-73.9349,,2 Ave & E 122 St,,2 Ave & E 122 St,In Service,False,25,3804.0
630,,10,21,,3500,,2019-01-18 02:44:33 PM,40.7989445,,-73.944846,,E 115 St & Madison Ave,,E 115 St & Madison Ave,In Service,False,31,3804.0
631,,7,21,,3501,,2019-01-18 02:45:42 PM,40.801486600000004,,-73.9442507,,E 118 St & Madison Ave,,E 118 St & Madison Ave,In Service,False,29,3804.0
632,,28,1,,3502,,2019-01-18 02:42:35 PM,40.79541210000001,,-73.9441232,,Lexington Ave & E 111 St,,Lexington Ave & E 111 St,In Service,False,29,3804.0
633,,14,15,,3503,,2019-01-18 02:46:05 PM,40.80295,,-73.942954,,Madison Ave & E 120 St,,Madison Ave & E 120 St,In Service,False,30,3804.0
634,,23,4,,3504,,2019-01-18 02:43:33 PM,40.802926299999996,,-73.9379,,E 123 St & Lexington Ave,,E 123 St & Lexington Ave,In Service,False,27,3804.0
635,,6,27,,3505,,2019-01-18 02:45:50 PM,40.805726,,-73.936322,,Lexington Ave & E 127 St,,Lexington Ave & E 127 St,In Service,False,33,3804.0
636,,8,20,,3506,,2019-01-18 02:44:15 PM,40.8013066,,-73.93981670000001,,Lexington Ave & E 120 St,,Lexington Ave & E 120 St,In Service,False,29,3804.0
637,,25,10,,3507,,2019-01-18 02:43:21 PM,40.8045555,,-73.93968609999999,,Park Ave & E 124 St,,Park Ave & E 124 St,In Service,False,36,3804.0
638,,8,22,,3508,,2019-01-18 02:45:51 PM,40.809725,,-73.953149,,St Nicholas Ave & Manhattan Ave,,St Nicholas Ave & Manhattan Ave,In Service,False,31,3803.0
639,,6,24,,3509,,2019-01-18 02:45:34 PM,40.8011939,,-73.9500739,,Lenox Ave & W 115 St,,Lenox Ave & W 115 St,In Service,False,31,3803.0
640,,5,26,,3510,,2019-01-18 02:42:19 PM,40.8078316,,-73.949373,,Adam Clayton Powell Blvd & W 123 St,,Adam Clayton Powell Blvd & W 123 St,In Service,False,31,3803.0
641,,2,17,,3511,,2019-01-18 02:43:11 PM,40.802535,,-73.9532423,,Adam Clayton Powell Blvd & W 115 St,,Adam Clayton Powell Blvd & W 115 St,In Service,False,22,3803.0
642,,0,19,,3512,,2019-01-18 02:44:44 PM,40.7747175,,-73.93378940000001,,27 Ave & 4 St,,27 Ave & 4 St,In Service,False,19,4101.0
643,,0,20,,3513,,2019-01-18 02:43:50 PM,40.774645,,-73.92370600000001,,21 St & Hoyt Ave S,,21 St & Hoyt Ave S,In Service,False,21,4101.0
644,,2,20,,3514,,2019-01-18 02:44:00 PM,40.7767,,-73.927631,,Astoria Park S & Shore Blvd,,Astoria Park S & Shore Blvd,In Service,False,23,4101.0
645,,2,17,,3515,,2019-01-18 02:45:35 PM,40.774591,,-73.918544,,24 Ave & 26 St,,24 Ave & 26 St,In Service,False,19,4101.0
646,,1,30,,3516,,2019-01-18 02:42:57 PM,40.76991760000001,,-73.91840570000001,,31 St & Astoria Blvd,,31 St & Astoria Blvd,In Service,False,31,4101.0
647,,1,34,,3517,,2019-01-18 02:46:16 PM,40.771152799999996,,-73.9170074,,31 St & Hoyt Ave N,,31 St & Hoyt Ave N,In Service,False,35,4101.0
648,,17,15,,3518,,2019-01-18 02:43:39 PM,40.808442,,-73.94520870000001,,Lenox Ave & W 126 St,,Lenox Ave & W 126 St,In Service,False,34,3803.0
649,,16,10,,3520,,2019-01-18 02:43:36 PM,40.804372,,-73.951475,,Adam Clayton Powell Blvd & W 118 St,,Adam Clayton Powell Blvd & W 118 St,In Service,False,27,3803.0
650,,18,16,,3521,,2019-01-18 02:44:14 PM,40.7987859,,-73.9523,,Lenox Ave & W 111 St,,Lenox Ave & W 111 St,In Service,False,36,3803.0
651,,1,18,,3522,,2019-01-18 02:42:22 PM,40.7701477,,-73.9120938,,37 St & 24 Ave,,37 St & 24 Ave,In Service,False,19,4101.0
652,,1,24,,3523,,2019-01-18 02:44:26 PM,40.7729,,-73.91614200000001,,24 Ave & 29 St,,24 Ave & 29 St,In Service,False,25,4101.0
653,,3,19,,3524,,2019-01-18 02:45:46 PM,40.777455200000006,,-73.9225403,,19 St & 24 Ave,,19 St & 24 Ave,In Service,False,23,4101.0
654,,3,18,,3525,,2019-01-18 02:46:03 PM,40.776165,,-73.9153175,,23 Ave & 27 St,,23 Ave & 27 St,In Service,False,21,4101.0
655,,3,24,,3526,,2019-01-18 02:46:10 PM,40.7747878,,-73.91255509999999,,31 St & 23 Ave,,31 St & 23 Ave,In Service,False,27,4101.0
656,,6,21,,3527,,2019-01-18 02:43:12 PM,40.806979999999996,,-73.94174699999999,,5 Ave & E 126 St,,5 Ave & E 126 St,In Service,False,27,3804.0
657,,7,14,,3528,,2019-01-18 02:43:00 PM,40.771393700000004,,-73.9077436,,Steinway St & 23 Ave,,Steinway St & 23 Ave,In Service,False,21,4101.0
658,,7,18,,3529,,2019-01-18 02:43:50 PM,40.8107922,,-73.9430681,,Lenox Ave & W 130 St,,Lenox Ave & W 130 St,In Service,False,25,3803.0
659,,0,19,,3530,,2019-01-18 02:44:34 PM,40.7787185,,-73.9145645,,Crescent St & Ditmars Blvd,,Crescent St & Ditmars Blvd,In Service,False,19,4101.0
660,,3,24,,3531,,2019-01-18 02:44:29 PM,40.8125511,,-73.9492286,,Frederick Douglass Blvd & W 129 St,,Frederick Douglass Blvd & W 129 St,In Service,False,27,3803.0
661,,5,22,,3532,,2019-01-18 02:44:52 PM,40.78145,,-73.9183302,,Ditmars Blvd & 19 St,,Ditmars Blvd & 19 St,In Service,False,27,4101.0
662,,21,12,,3533,,2019-01-18 02:44:39 PM,40.8114323,,-73.95187759999999,,St. Nicholas Ave & W 126 St,,St. Nicholas Ave & W 126 St,In Service,False,34,3803.0
663,,12,26,,3534,,2019-01-18 02:43:09 PM,40.805159,,-73.95469200000001,,Frederick Douglass Blvd & W 117 St,,Frederick Douglass Blvd & W 117 St,In Service,False,39,3803.0
664,,5,21,,3535,,2019-01-18 02:45:29 PM,40.804038,,-73.945925,,Mt Morris Park W & W 120 St,,Mt Morris Park W & W 120 St,In Service,False,27,3804.0
665,,4,38,,3536,,2019-01-18 02:44:55 PM,40.8082,,-73.9641,,W 116 St & Broadway,,W 116 St & Broadway,In Service,False,43,3802.0
666,,16,12,,3537,,2019-01-18 02:45:22 PM,40.68097410000001,,-73.97100970000001,,Carlton Ave & Dean St,,Carlton Ave & Dean St,In Service,False,29,4006.0
667,,13,31,,3538,,2019-01-18 02:42:20 PM,40.802692,,-73.96295,,W 110 St & Amsterdam Ave,,W 110 St & Amsterdam Ave,In Service,False,45,3802.0
668,,0,43,,3539,,2019-01-18 02:46:13 PM,40.8067581,,-73.9607082,,W 116 St & Amsterdam Ave,,W 116 St & Amsterdam Ave,In Service,False,43,3802.0
